Cust_ID,Date,Inv_no,inv_amt
411196,19.02.2022,1195,13.50
411196,19.02.2022,1194,9.97
411196,19.02.2022,1193,17.70
411196,19.02.2022,1181,167.30
411196,19.02.2022,1188,195.50
411072,19.02.2022,Fat. Nr 1178,20.80
411014,19.02.2022,Fat. Nr 1180,131.90
411193,19.02.2022,Fat. Nr 1182,3.20
411013,19.02.2022,Fat. Nr 1183,20.00
4111799,19.02.2022,Fat. Nr 1185,233.20
411221,19.02.2022,Fat. Nr 1187,20.90
4111823,19.02.2022,Fat. Nr 1190,7.38
411207,19.02.2022,Fat. Nr 1199,155.49
4111181,19.02.2022,Fat. Nr 1202,87.00
411188,19.02.2022,Fat. Nr 1203,6.24
4111717,19.02.2022,Fat. Nr 1204,25.66
411963_ks,19.02.2022,744,115.00
411780_ks,19.02.2022,745,66.00
411428_ks,19.02.2022,746,70.00
411634_ks,19.02.2022,748,6.50
411439_ks,19.02.2022,764,81.96
411106,21.02.2022,1206,37.06
411863,21.02.2022,1208,67.10
4111983,21.02.2022,1209,16.58
4111983,21.02.2022,1213,5.00
4111983,21.02.2022,1214,3.25
4111983,21.02.2022,1215,4.20
4111265,21.02.2022,1210,73.00
411734,21.02.2022,1211,9.20
411734,21.02.2022,1212,12.30
411868,21.02.2022,1217,6.72
411868,21.02.2022,1218,-17.52
411868,21.02.2022,1219,763.16
411868,21.02.2022,1226,6.72
411336,21.02.2022,1221,-60.24
411675,21.02.2022,1223,135.84
4111238,21.02.2022,1224,76.00
4111238,21.02.2022,1225,33.60
4111238,21.02.2022,1227,58.60
411207,21.02.2022,1229,154.00
411237,21.02.2022,1232,145.43
411237,21.02.2022,1239,40.70
411013,21.02.2022,1234,39.80
411027,21.02.2022,1235,32.50
411150,21.02.2022,1236,44.00
4111799,21.02.2022,1237,162.10
4111409,21.02.2022,1238,12.00
411064,22.02.2022,1260,94.26
411064,22.02.2022,1261,-16.39
411271_ks,21.02.2022,785,172.00
411285_ks,21.02.2022,776,9.00
411836_ks,21.02.2022,771,28.00
411836_ks,21.02.2022,787,50.00
411634_ks,21.02.2022,791,61.50
411780_ks,21.02.2022,758,105.50
411780_ks,21.02.2022,777,42.50
411343_ks,21.02.2022,788,22.00
411660_ks,21.02.2022,772,51.00
411428_ks,21.02.2022,773,37.00
411366_ks,21.02.2022,780,196.50
411177,23.02.2022,1277,30.12
4111799,22.02.2022,1241,175.00
411074,22.02.2022,1245,15.00
4111671,22.02.2022,1246,37.42
411196,22.02.2022,1252,59.60
4111068,22.02.2022,1253,42.00
4111068,22.02.2022,1268,28.40
411977,22.02.2022,1255,39.00
411207,22.02.2022,1262,124.20
411248,22.02.2022,1263,7.80
411013,22.02.2022,1264,20.00
4111454_ks,22.02.2022,792,57.50
4111021_ks,22.02.2022,796,1059.66
411846_ks,22.02.2022,800,23.50
411287_ks,22.02.2022,802,52.00
411596_ks,22.02.2022,803,612.38
411207,23.02.2022,1271,35.20
411207,23.02.2022,1302,68.00
411377,23.02.2022,1273,6.20
411321,23.02.2022,1275,23.00
411321,23.02.2022,1283,9.70
4111068,23.02.2022,1276,4.80
411193,23.02.2022,1285,68.80
411013,23.02.2022,1286,53.00
411013,23.02.2022,1306,28.00
411050,23.02.2022,1287,52.90
411868,23.02.2022,1288,17.52
411734,23.02.2022,1290,3.00
411660,23.02.2022,1292,26.00
411074,23.02.2022,1293,58.00
4111988,23.02.2022,1296,8.20
411237,23.02.2022,1297,93.50
411237,23.02.2022,1298,46.40
411064,23.02.2022,1299,164.61
411248,23.02.2022,1303,29.60
411863,23.02.2022,1305,12.98
411327_ks,23.02.2022,804,67.00
4111217_ks,23.02.2022,813,38.40
411285_ks,23.02.2022,814,-9.00
4111454_ks,23.02.2022,815,53.50
411493_ks,23.02.2022,816,413.10
411905_ks,23.02.2022,817,37.44
411905_ks,23.02.2022,818,56.28
411905_ks,23.02.2022,819,22.20
411905_ks,23.02.2022,820,100.00
411268_ks,23.02.2022,823,98.50
411861_ks,23.02.2022,824,3.00
411734,24.02.2022,1321,13.60
411041,24.02.2022,1312,22.13
411015,24.02.2022,1313,41.50
411013,24.02.2022,1316,96.00
411013,24.02.2022,1317,106.00
411183,24.02.2022,1318,49.60
411868,24.02.2022,1323,70.56
411868,25.02.2022,1340,6.00
411193,24.02.2022,1326,75.78
411193,24.02.2022,1327,45.28
411193,24.02.2022,1329,36.50
411177,24.02.2022,1331,43.68
411248,24.02.2022,1334,16.30
411216,24.02.2022,1335,4.44
411428_ks,24.02.2022,826,23.50
411271_ks,24.02.2022,827,38.50
411271_ks,24.02.2022,848,70.00
411846_ks,24.02.2022,828,49.90
411846_ks,24.02.2022,831,-23.50
411660_ks,24.02.2022,834,346.00
411972_ks,24.02.2022,835,58.56
411783_ks,24.02.2022,836,10.68
411949_ks,24.02.2022,845,15.00
411836_ks,24.02.2022,857,413.60
411177,25.02.2022,1364,19.80
411072,25.02.2022,1339,6.60
411734,25.02.2022,1343,30.75
411734,25.02.2022,1345,18.00
411013,25.02.2022,1347,13.00
411013,25.02.2022,1368,13.00
4111671,25.02.2022,1349,3.12
4111799,25.02.2022,1350,138.20
411074,25.02.2022,1352,13.00
411863,25.02.2022,1353,193.38
411193,25.02.2022,1354,8.60
4111797,25.02.2022,1357,17.20
411188,25.02.2022,1358,39.60
411207,25.02.2022,1361,120.60
411207,25.02.2022,1363,17.50
411177,25.02.2022,1365,31.20
411836_ks,25.02.2022,858,36.00
411268_ks,25.02.2022,859,11.00
411428_ks,25.02.2022,862,85.00
411780_ks,25.02.2022,863,301.00
411934_ks,25.02.2022,873,39.00
4111023_ks,25.02.2022,874,29.00
411940_ks,25.02.2022,875,15.00
411836_ks,25.02.2022,878,22.50
411177,26.02.2022,1374,13.20
411177,26.02.2022,1387,50.60
4111671,26.02.2022,1370,179.42
4111024,26.02.2022,1375,176.28
411660,26.02.2022,1376,223.80
411590,26.02.2022,1379,26.00
4111887,26.02.2022,1382,157.00
411734,26.02.2022,1384,12.30
411340_ks,26.02.2022,879,20.00
4111463_ks,26.02.2022,887,92.00
411355_ks,26.02.2022,895,64.50
411013,28.02.2022,1421,19.00
411237,28.02.2022,1419,20.25
411248,28.02.2022,1394,25.10
411248,28.02.2022,1403,21.50
411248,28.02.2022,1404,8.50
411248,28.02.2022,1415,58.20
411525,28.02.2022,1399,45.60
411863,28.02.2022,1401,84.00
4111271,28.02.2022,1405,16.40
411074,28.02.2022,1409,79.00
411196,28.02.2022,1412,82.00
411207,28.02.2022,1413,148.60
411072,28.02.2022,1418,10.00
411472,28.02.2022,1422,219.82
411472,28.02.2022,1426,38.20
4111154_ks,28.02.2022,884,38.00
411780_ks,28.02.2022,897,87.50
411268_ks,28.02.2022,898,26.50
4111154_ks,28.02.2022,899,60.50
4111195_ks,28.02.2022,906,86.82
4111983,01.03.2022,1428,6.00
4111983,01.03.2022,1429,-16.58
411863,01.03.2022,1425,-50.97
411734,01.03.2022,1427,9.80
411734,01.03.2022,1430,8.00
411605,01.03.2022,1433,36.72
411346,01.03.2022,1437,84.80
411207,01.03.2022,1438,268.30
4111799,01.03.2022,1440,151.00
4111271,01.03.2022,1444,35.25
411027,02.03.2022,1450,60.50
411027,02.03.2022,1467,60.40
411321,02.03.2022,1451,25.60
411868,02.03.2022,1452,60.00
411216,02.03.2022,1453,31.80
411377,02.03.2022,1457,11.48
411377,02.03.2022,1462,-45.80
411932_ks,02.03.2022,1458,8.20
411074,02.03.2022,1459,454.61
411472,02.03.2022,1465,49.35
4111786,02.03.2022,1466,12.60
4111541,02.03.2022,1469,103.60
411853,02.03.2022,1475,50.84
411977,02.03.2022,1476,18.00
411047,02.03.2022,1477,7.56
411207,02.03.2022,1478,88.35
411106,02.03.2022,1481,12.00
4111402,02.03.2022,1482,63.60
411271_ks,01.03.2022,900,191.00
411836_ks,01.03.2022,912,77.50
411934_ks,01.03.2022,918,23.00
411654_ks,01.03.2022,928,32.40
411854_ks,01.03.2022,933,19.00
411836_ks,01.03.2022,934,52.00
411836_ks,02.03.2022,944,24.00
411861_ks,02.03.2022,957,25.00
4111454_ks,02.03.2022,963,58.00
411846_ks,02.03.2022,964,18.00
411074,03.03.2022,1501,40.90
411074,03.03.2022,1506,17.70
4111671,03.03.2022,1492,23.94
4111799,03.03.2022,1495,49.00
411377,03.03.2022,1497,31.80
411377,03.03.2022,1499,20.38
411291,03.03.2022,1498,46.00
411193,03.03.2022,1502,22.40
411216,03.03.2022,1505,2.70
4111409,03.03.2022,1507,128.50
411013,03.03.2022,1509,3.30
411375_ks,03.03.2022,969,56.00
411854_ks,03.03.2022,972,39.00
411934_ks,03.03.2022,974,8.00
411972_ks,03.03.2022,976,115.42
411836_ks,03.03.2022,980,43.00
411428_ks,03.03.2022,986,9.00
4111799,04.03.2022,1535,16.70
411083,05.03.2022,1567,6.00
4111671,04.03.2022,1511,40.44
4111671,04.03.2022,1512,19.32
4111402,04.03.2022,1536,115.20
411321,04.03.2022,1515,2.80
411321,04.03.2022,1541,24.50
411346,04.03.2022,1516,77.80
411248,04.03.2022,1518,15.00
411863,04.03.2022,1519,171.94
411193,04.03.2022,1521,-28.00
411193,04.03.2022,1522,8.40
4111271,04.03.2022,1523,42.76
4111271,04.03.2022,1537,48.40
411014,04.03.2022,1524,27.50
411336,04.03.2022,1525,87.20
411868,04.03.2022,1526,17.04
4111983,04.03.2022,1531,6.30
411207,04.03.2022,1533,110.80
411216,04.03.2022,1538,25.32
411216,04.03.2022,1539,40.80
411237,04.03.2022,1540,65.80
411013,05.03.2022,1548,9.80
411013,05.03.2022,1563,4.00
4111541,05.03.2022,1557,31.70
411863,05.03.2022,1564,24.10
411074,05.03.2022,1565,36.40
411321,05.03.2022,1566,41.50
411237,05.03.2022,1569,30.00
4111271,05.03.2022,1572,6.48
411291,05.03.2022,1573,22.00
411221,05.03.2022,1574,16.60
4111154_ks,05.03.2022,1007,43.50
411421_ks,05.03.2022,1016,254.00
411863,07.03.2022,1576,418.40
411977,07.03.2022,1575,51.20
411660,07.03.2022,1577,108.10
411221,07.03.2022,1583,9.30
411106,07.03.2022,1585,151.40
411196,07.03.2022,1586,71.60
411868,07.03.2022,1590,10.44
411868,07.03.2022,1592,36.14
411013,07.03.2022,1591,6.30
4111068,07.03.2022,1595,32.00
411472,08.03.2022,1617,1.40
4111271,07.03.2022,1599,2.40
411605,07.03.2022,1600,31.15
411237,07.03.2022,1601,84.00
411207,07.03.2022,1603,196.10
411323,07.03.2022,1610,23.20
411758,07.03.2022,1611,168.98
411780_ks,07.03.2022,1021,17.00
411780_ks,07.03.2022,1025,41.10
411780_ks,07.03.2022,1035,508.00
411343_ks,07.03.2022,1031,57.00
411836_ks,07.03.2022,1037,132.50
4111786,08.03.2022,1629,76.80
411248,08.03.2022,1622,29.20
411248,08.03.2022,1637,16.70
411590,08.03.2022,1614,51.10
411977,08.03.2022,1616,75.96
411013,08.03.2022,1618,24.90
411106,08.03.2022,1619,90.14
4111823,08.03.2022,1623,25.20
4111671,08.03.2022,1625,29.18
411863,08.03.2022,1627,227.70
411321,08.03.2022,1630,44.40
411042,08.03.2022,1631,40.40
411207,08.03.2022,1632,171.10
411207,08.03.2022,1633,9.00
411188,08.03.2022,1634,49.50
411237,08.03.2022,1635,42.00
411237,08.03.2022,1642,21.00
4111051_ks,08.03.2022,1043,126.00
411268_ks,08.03.2022,1045,62.50
411014,09.03.2022,1665,-0.83
411196,09.03.2022,1646,70.27
411013,09.03.2022,1647,12.80
411207,09.03.2022,1650,172.80
411590,09.03.2022,1651,8.50
4111734,09.03.2022,1652,16.00
411977,09.03.2022,1654,20.80
411248,09.03.2022,1655,15.00
411248,09.03.2022,1668,9.80
4111799,09.03.2022,1658,46.14
411868,09.03.2022,1662,23.52
411074,09.03.2022,1666,19.40
411780_ks,09.03.2022,1050,36.00
411836_ks,09.03.2022,1051,67.00
411343_ks,09.03.2022,1059,10.50
411377,10.03.2022,1680,15.30
411106,10.03.2022,1691,147.04
411027,10.03.2022,1673,112.60
411027,10.03.2022,1676,99.90
411248,10.03.2022,1675,-10.20
411248,10.03.2022,1683,26.00
411013,10.03.2022,1678,57.00
411013,10.03.2022,1685,19.00
411321,10.03.2022,1679,18.90
411221,10.03.2022,1681,50.40
411734,10.03.2022,1684,29.50
411868,10.03.2022,1686,6.96
411207,10.03.2022,1687,55.80
4111541,10.03.2022,1694,23.90
4111541,10.03.2022,1695,27.60
411271_ks,10.03.2022,1063,28.50
411340_ks,10.03.2022,1064,16.50
411395_ks,10.03.2022,1070,9.90
4111154_ks,10.03.2022,1071,67.00
411532,11.03.2022,1712,172.60
411932_ks,11.03.2022,1707,60.40
411106,11.03.2022,1723,5.88
411977,11.03.2022,1701,25.00
411188,11.03.2022,1702,80.60
411863,11.03.2022,1706,36.30
4111197,11.03.2022,1709,14.52
411336,11.03.2022,1711,68.36
411336,11.03.2022,1718,120.00
411336,11.03.2022,1719,41.38
411336,11.03.2022,1720,20.40
411734,11.03.2022,1714,4.30
4111402,11.03.2022,1716,56.40
4111402,11.03.2022,1717,26.60
411013,11.03.2022,1721,24.00
411399,11.03.2022,1722,95.20
411836_ks,11.03.2022,1079,89.00
411780_ks,11.03.2022,1080,22.00
4111639_ks,11.03.2022,1081,31.00
411846_ks,11.03.2022,1092,57.48
411207,12.03.2022,1744,73.48
411977,12.03.2022,1728,18.00
411868,12.03.2022,1734,30.60
411027,12.03.2022,1736,5.40
4111271,12.03.2022,1738,91.20
4111021_ks,12.03.2022,1094,230.76
4111463_ks,12.03.2022,1101,31.00
411861_ks,12.03.2022,1107,5.50
411863,14.03.2022,1747,159.80
411863,14.03.2022,1748,107.91
411863,14.03.2022,1753,29.70
411590,14.03.2022,1749,288.40
4111271,14.03.2022,1755,27.96
4111799,14.03.2022,1757,288.00
411977,14.03.2022,1758,77.60
411237,14.03.2022,1759,38.30
411237,14.03.2022,1760,40.70
411660,14.03.2022,1762,124.96
411291,14.03.2022,1763,36.80
411188,14.03.2022,1765,42.90
411188,14.03.2022,1768,14.40
411734,14.03.2022,1769,5.40
411207,14.03.2022,1772,88.51
411321,14.03.2022,1773,39.60
4111276_ks,14.03.2022,1108,72.50
411428_ks,14.03.2022,1109,7.50
411671_ks,14.03.2022,1112,70.88
411892_ks,14.03.2022,1117,116.50
411836_ks,14.03.2022,1119,63.50
411854_ks,14.03.2022,1122,38.00
411271_ks,14.03.2022,1128,43.50
411272_ks,14.03.2022,1129,20.50
411327_ks,14.03.2022,1130,179.00
4111276_ks,14.03.2022,1131,102.00
411237,15.03.2022,1801,64.70
411188,15.03.2022,1774,6.84
411188,15.03.2022,1778,23.16
411868,15.03.2022,1775,109.60
4111265,15.03.2022,1776,60.60
4111265,15.03.2022,1804,42.90
411248,16.03.2022,1824,144.00
4111541,15.03.2022,1779,58.60
411177,15.03.2022,1785,25.20
411027,15.03.2022,1786,15.00
411853,15.03.2022,1787,159.80
411166,15.03.2022,1791,49.70
411734,15.03.2022,1792,2.25
411321,15.03.2022,1793,75.00
411207,15.03.2022,1796,244.20
4111567,15.03.2022,1800,39.02
411013,15.03.2022,1803,149.00
411268_ks,15.03.2022,1115,75.00
411343_ks,15.03.2022,1137,17.00
4111263,16.03.2022,1807,76.32
4111263,16.03.2022,1808,10.80
4111263,16.03.2022,1809,25.82
411188,16.03.2022,1810,165.60
411183,16.03.2022,1813,54.20
411183,16.03.2022,1834,61.60
411106,16.03.2022,1815,81.40
411216,16.03.2022,1816,17.64
411216,16.03.2022,1818,18.36
411336,16.03.2022,1817,272.50
411336,16.03.2022,1840,43.94
411013,16.03.2022,1820,43.40
411932_ks,16.03.2022,1821,34.00
411196,16.03.2022,1825,85.00
411207,16.03.2022,1830,116.88
411207,16.03.2022,1831,23.00
4111197,16.03.2022,1832,-6.45
4111823,16.03.2022,1833,92.68
411321,16.03.2022,1836,80.50
411193,16.03.2022,1837,3.80
411074,16.03.2022,1838,31.50
4111901,16.03.2022,1839,22.84
411863,16.03.2022,1841,32.01
411863,16.03.2022,1843,17.16
411268_ks,16.03.2022,1149,48.50
4111276_ks,16.03.2022,1150,81.50
411836_ks,16.03.2022,1151,25.50
411934_ks,16.03.2022,1152,15.50
411780_ks,16.03.2022,1156,185.00
4111454_ks,16.03.2022,1159,33.50
411854_ks,16.03.2022,1160,19.00
411660_ks,16.03.2022,1163,315.00
4111276_ks,16.03.2022,1168,64.00
411321,17.03.2022,1857,24.40
411321,17.03.2022,1875,5.00
411216,17.03.2022,1850,89.58
411248,17.03.2022,1862,38.50
411248,17.03.2022,1865,49.00
411853,17.03.2022,1864,70.36
411221,17.03.2022,1869,14.10
411237,17.03.2022,1870,67.20
411207,17.03.2022,1871,86.20
411977,17.03.2022,1872,17.00
411336,17.03.2022,1876,90.60
411083,17.03.2022,1877,20.00
411268_ks,17.03.2022,1169,50.00
411268_ks,17.03.2022,1182,50.50
4111463_ks,17.03.2022,1170,48.00
411854_ks,17.03.2022,1180,20.00
411643_ks,17.03.2022,1183,32.64
411780_ks,17.03.2022,1184,50.00
4111799,18.03.2022,1880,324.60
411329,18.03.2022,1882,53.92
411868,18.03.2022,1883,105.96
4111271,18.03.2022,1884,15.00
411977,18.03.2022,1885,91.00
411188,18.03.2022,1887,11.04
411321,18.03.2022,1892,25.00
411321,18.03.2022,1909,15.00
411863,18.03.2022,1893,148.39
411863,18.03.2022,1910,37.40
411013,18.03.2022,1894,39.00
411413,18.03.2022,1903,9.60
411207,18.03.2022,1905,118.80
411207,18.03.2022,1911,101.60
411734,18.03.2022,1906,6.00
411183,18.03.2022,1907,30.00
411846_ks,18.03.2022,1187,7.92
411780_ks,18.03.2022,1189,120.50
4111276_ks,18.03.2022,1192,66.00
411643_ks,18.03.2022,1194,55.00
411268_ks,18.03.2022,1198,165.00
4111454_ks,18.03.2022,1199,32.50
4111671,12.03.2022,1921,30.00
4111671,12.03.2022,1926,69.68
411013,19.03.2022,1922,64.77
411013,19.03.2022,1942,9.20
411013,19.03.2022,1948,6.50
411463,19.03.2022,1924,105.40
411863,19.03.2022,1925,101.00
411660,19.03.2022,1928,20.30
411660,19.03.2022,1929,89.00
4111092,19.03.2022,1936,80.80
411248,19.03.2022,1937,17.00
411248,19.03.2022,1945,97.60
4111823,19.03.2022,1939,27.32
411207,19.03.2022,1940,212.80
411734,19.03.2022,1941,18.00
411237,19.03.2022,1947,94.80
411972_ks,19.03.2022,1205,18.24
4111636_ks,19.03.2022,1210,34.00
411336,21.03.2022,1956,56.84
411336,21.03.2022,1957,37.08
411336,21.03.2022,1974,17.40
411336,21.03.2022,1975,-32.54
4111197,21.03.2022,1954,4.07
4111671,21.03.2022,1955,79.92
411660,21.03.2022,1964,133.70
411660,21.03.2022,1987,25.00
411660,21.03.2022,1988,113.00
411172,21.03.2022,1965,30.00
4111823,21.03.2022,1967,8.94
411031,21.03.2022,1973,561.90
411631,21.03.2022,1976,64.80
411193,21.03.2022,1978,2.20
411106,21.03.2022,1979,78.00
411377,21.03.2022,1981,52.25
411321,21.03.2022,1982,7.40
4111265,21.03.2022,1984,22.70
411248,21.03.2022,1989,37.50
411934_ks,21.03.2022,1229,7.50
411836_ks,21.03.2022,1218,34.00
411836_ks,21.03.2022,1225,7.50
4111590_ks,21.03.2022,1227,47.50
411780_ks,21.03.2022,1217,27.50
411780_ks,21.03.2022,1228,44.00
4111335_ks,21.03.2022,1236,13.00
411268_ks,21.03.2022,1215,44.50
411268_ks,21.03.2022,1234,172.00
4111154_ks,21.03.2022,1235,124.00
411854_ks,21.03.2022,1226,14.50
411196,22.03.2022,2018,-92.00
411660,22.03.2022,2011,31.00
411064,22.03.2022,1993,125.00
411072,22.03.2022,1994,26.80
411150,22.03.2022,1997,122.60
4111797,22.03.2022,2003,86.40
411142,22.03.2022,2004,-13.50
411863,22.03.2022,2006,181.50
411183,22.03.2022,2009,73.60
411207,22.03.2022,2012,131.00
4111901,22.03.2022,2020,138.04
411846_ks,22.03.2022,1244,24.72
4111154_ks,22.03.2022,1237,38.50
4111454_ks,22.03.2022,1238,38.00
4111454_ks,22.03.2022,1239,97.00
411660_ks,22.03.2022,1240,80.00
4111356_ks,22.03.2022,1247,116.50
411836_ks,22.03.2022,1249,109.50
411268_ks,22.03.2022,1253,40.00
411329,23.03.2022,2024,60.40
411106,23.03.2022,2021,92.56
411868,23.03.2022,2025,120.00
411248,23.03.2022,2027,12.60
411248,23.03.2022,2036,52.00
4111238,23.03.2022,2029,58.50
411590,23.03.2022,2030,134.60
411590,23.03.2022,2033,9.80
411336,23.03.2022,2034,40.88
411336,23.03.2022,2038,5.88
411014,23.03.2022,2037,164.90
4111863,23.03.2022,2039,60.35
411660,23.03.2022,2041,31.00
411013,23.03.2022,2044,10.20
411074,24.03.2022,2066,7.00
411417_ks,23.03.2022,1257,35.00
411327_ks,23.03.2022,1258,61.00
4111579_ks,23.03.2022,1260,72.50
411268_ks,23.03.2022,1262,141.00
411525_ks,23.03.2022,1265,862.53
4111232_ks,23.03.2022,1268,127.50
4111356_ks,23.03.2022,1271,22.00
411846_ks,23.03.2022,1273,33.77
411780_ks,23.03.2022,1275,15.50
4111644_ks,23.03.2022,1276,110.00
411836_ks,23.03.2022,1282,36.50
411428_ks,23.03.2022,1283,14.00
411734,24.03.2022,2060,17.00
411734,24.03.2022,2061,9.50
411177,24.03.2022,2051,50.40
411377,24.03.2022,2052,16.30
411377,24.03.2022,2074,-38.80
411188,24.03.2022,2054,25.20
411675,24.03.2022,2055,55.90
4111541,24.03.2022,2056,19.00
411868,24.03.2022,2065,238.60
411868,24.03.2022,2079,657.32
411074,24.03.2022,2075,14.00
411042,24.03.2022,2069,22.25
411216,24.03.2022,2071,6.72
411321,24.03.2022,2073,33.40
411321,24.03.2022,2076,31.50
411207,24.03.2022,2078,136.10
411013,24.03.2022,2081,31.00
4111639_ks,24.03.2022,1285,184.00
411375_ks,24.03.2022,1286,192.00
411972_ks,24.03.2022,1289,56.04
411836_ks,24.03.2022,1290,39.50
411780_ks,24.03.2022,1300,95.00
411237,25.03.2022,2101,60.70
411590,25.03.2022,2088,82.10
411188,25.03.2022,2087,6.84
411321,25.03.2022,2091,5.60
411083,25.03.2022,2092,38.40
411083,25.03.2022,2105,52.00
411227,25.03.2022,2093,24.85
4111068,25.03.2022,2094,15.50
411377,25.03.2022,2095,22.70
411734,25.03.2022,2099,25.00
411207,25.03.2022,2102,105.86
411216,25.03.2022,2103,26.40
411863,25.03.2022,2109,98.00
411934_ks,25.03.2022,1304,27.00
411846_ks,25.03.2022,1306,14.40
411502_ks,25.03.2022,1309,38.00
411836_ks,25.03.2022,1310,120.50
411493_ks,25.03.2022,1318,190.00
4111590_ks,25.03.2022,1324,192.50
411528_ks,25.03.2022,1330,34.00
411183,26.03.2022,2110,66.20
411183,28.03.2022,2150,59.50
411377,26.03.2022,2119,26.00
4111197,26.03.2022,2129,13.82
411631,28.03.2022,2147,51.24
411196,26.03.2022,2133,39.90
411977,26.03.2022,2113,42.30
411193,26.03.2022,2120,12.20
411013,26.03.2022,2123,54.00
411013,26.03.2022,2135,58.00
411013,26.03.2022,2136,6.00
411503,26.03.2022,2124,57.00
411248,26.03.2022,2128,27.30
411734,26.03.2022,2130,6.70
411177,26.03.2022,2132,29.28
411660,26.03.2022,2134,14.00
4111271,26.03.2022,2139,46.34
4111734,28.03.2022,2140,32.00
411868,28.03.2022,2141,20.40
411106,28.03.2022,2144,41.20
4111541,28.03.2022,2145,33.86
411050,28.03.2022,2146,62.90
411734,28.03.2022,2148,14.75
411248,28.03.2022,2151,51.84
411248,28.03.2022,2170,196.00
411248,28.03.2022,2172,40.00
411216,28.03.2022,2152,32.40
411321,28.03.2022,2157,56.00
411660,28.03.2022,2158,37.50
411660,28.03.2022,2163,17.40
411013,28.03.2022,2161,103.30
411013,28.03.2022,2162,5.00
411013,28.03.2022,2175,19.00
411503,28.03.2022,2164,56.00
411207,28.03.2022,2166,268.50
4111271,28.03.2022,2167,24.84
411863,28.03.2022,2168,111.32
411193,28.03.2022,2174,14.00
411015,28.03.2022,2176,88.50
411836_ks,26.03.2022,1337,49.00
411428_ks,26.03.2022,1338,57.50
411972_ks,26.03.2022,1341,158.40
411660_ks,26.03.2022,1348,115.00
411780_ks,26.03.2022,1350,244.00
411643_ks,26.03.2022,1351,5.00
411780_ks,28.03.2022,1360,165.00
411854_ks,28.03.2022,1361,24.00
411780_ks,28.03.2022,1367,156.00
411671_ks,28.03.2022,1368,410.00
411380_ks,28.03.2022,1369,38.00
411836_ks,28.03.2022,1370,388.00
411854_ks,28.03.2022,1371,49.50
4111154_ks,28.03.2022,1376,114.00
411248,29.03.2022,2195,104.00
411248,29.03.2022,2200,25.50
411321,29.03.2022,2179,16.70
411321,29.03.2022,2202,63.50
411321,29.03.2022,2204,15.00
411291,29.03.2022,2180,49.80
411734,29.03.2022,2182,2.50
411083,29.03.2022,2187,22.00
411660,29.03.2022,2188,16.50
411150,29.03.2022,2189,188.00
411188,29.03.2022,2190,16.08
411237,29.03.2022,2196,64.30
4111671,29.03.2022,2198,22.00
411207,29.03.2022,2199,90.65
411013,29.03.2022,2201,3.20
4111263,29.03.2022,2205,43.20
4111671,30.03.2022,2206,40.44
411216,30.03.2022,2210,6.00
4111051_ks,29.03.2022,1359,45.50
4111590_ks,29.03.2022,1381,33.00
411824_ks,29.03.2022,1382,2475.00
411039_ks,29.03.2022,1385,1576.00
411417_ks,29.03.2022,1386,64.60
411780_ks,29.03.2022,1387,125.00
411343_ks,29.03.2022,1392,22.00
4111232_ks,29.03.2022,1394,58.50
4111195_ks,29.03.2022,1396,46.20
411268_ks,29.03.2022,1398,7.00
4111197,30.03.2022,2226,24.59
411207,30.03.2022,2225,875.30
411221,30.03.2022,2207,19.00
411221,30.03.2022,2234,7.32
411248,30.03.2022,2208,80.00
411196,30.03.2022,2212,47.40
411196,30.03.2022,2213,13.50
411863,30.03.2022,2214,169.40
411863,30.03.2022,2230,5.94
4111901,30.03.2022,2220,23.20
411013,30.03.2022,2221,15.60
411977,30.03.2022,2223,18.00
411166,30.03.2022,2228,11.40
411237,30.03.2022,2231,52.80
411868,30.03.2022,2232,42.60
411074,30.03.2022,2235,32.85
411836_ks,30.03.2022,1404,35.00
411391_ks,30.03.2022,1407,50.00
411780_ks,30.03.2022,1408,529.50
411268_ks,30.03.2022,1418,68.00
411343_ks,30.03.2022,1419,35.00
4111276_ks,30.03.2022,1420,65.00
411780_ks,30.03.2022,1425,35.00
411963_ks,30.03.2022,1426,31.00
4111799,31.03.2022,2236,65.80
411853,31.03.2022,2239,160.84
4111541,31.03.2022,2240,93.20
4111271,31.03.2022,2242,71.47
411868,31.03.2022,2244,-23.76
4111265,31.03.2022,2245,35.10
411321,31.03.2022,2248,41.90
411207,31.03.2022,2251,327.30
411177,31.03.2022,2254,30.68
4111736,31.03.2022,2256,7.90
4111197,31.03.2022,2259,46.20
4111402,31.03.2022,2262,140.40
411428_ks,31.03.2022,1428,16.00
411271_ks,31.03.2022,1434,53.00
411836_ks,31.03.2022,1443,17.50
411780_ks,31.03.2022,1444,8.50
411188,01.04.2022,2264,9.36
411734,01.04.2022,2268,5.96
411014,01.04.2022,2269,190.45
411336,01.04.2022,2271,70.80
411660,01.04.2022,2272,12.30
411660,01.04.2022,2280,13.50
411216,01.04.2022,2274,15.60
411329,01.04.2022,2276,84.16
4111901,01.04.2022,2278,30.40
411193,01.04.2022,2279,7.20
411210,01.04.2022,2281,40.70
411210,01.04.2022,2282,59.20
411863,01.04.2022,2283,23.32
411083,01.04.2022,2285,51.60
411083,01.04.2022,2289,33.00
411207,01.04.2022,2287,146.45
411391_ks,01.04.2022,1447,10.00
411268_ks,01.04.2022,1451,67.00
4111648_ks,01.04.2022,1452,812.50
